,id,athlete_id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,achievement_count,kudos_count,average_speed,max_speed,average_cadence,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,average_heartrate_sort,max_heartrate_sort,elev_high,elev_low,pr_count,suffer_score,date,date_sort,time,distance_f,moving_time_f,pace,start_lat,start_lng
261,6828380254,2.0,Afternoon Run,5151.0,1539,1539,9.8,Run,0,3,3.347,6.128,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.5,0,n/a,15/03/2022,738229,15:58:35,5.15km,00:25:39,04:59/km,51.464517172425985,-0.134884687140584
262,6818280504,2.0,Afternoon run,5177.6,1374,1382,9.8,Run,0,5,3.768,5.672,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.4,0,n/a,13/03/2022,738227,14:34:16,5.18km,00:22:54,04:25/km,51.46443720906973,-0.13468402437865734
263,6803632884,2.0,5K PB 🏆 ,5007.2,1189,1189,12.6,Run,20,8,4.211,5.596,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.9,15.5,12,n/a,10/03/2022,738224,17:50:29,5.01km,00:19:49,03:57/km,51.464370070025325,-0.13476474210619926
264,6787061212,2.0,Lunch run,5094.0,1352,1352,13.9,Run,0,6,3.768,6.634,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.5,0,n/a,07/03/2022,738221,13:30:26,5.09km,00:22:32,04:25/km,51.464299662038684,-0.13470154255628586
265,6772332847,2.0,Life in the old dog yet,5004.5,1205,1205,10.2,Run,16,6,4.153,6.522,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.9,17.6,8,n/a,04/03/2022,738218,16:59:20,5.00km,00:20:05,04:01/km,51.46425800397992,-0.13467463664710522
266,6763853062,2.0,Evening run,5061.3,1362,1362,14.4,Run,1,3,3.716,5.206,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.9,15.5,1,n/a,02/03/2022,738216,17:24:43,5.06km,00:22:42,04:29/km,51.4644025079906,-0.13473448343575
267,6752836197,2.0,Evening run,4414.9,1241,1241,10.2,Run,0,4,3.558,4.834,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.9,19.5,0,n/a,28/02/2022,738214,19:04:11,4.41km,00:20:41,04:41/km,51.46442488767207,-0.13490094803273678
268,6693995991,2.0,Tulum cruising,12029.0,5685,12963,21.6,Ride,0,1,2.116,6.31,n/a,70.9,n/a,n/a,402.9,0,0,n/a,n/a,0.0,0,14.4,3.9,0,n/a,16/02/2022,738202,13:26:54,12.03km,01:34:45,7.6km/h,20.21013043820858,-87.4665706884116
269,6636260861,2.0,Evening run,5004.3,1410,1429,13.8,Run,0,6,3.549,5.274,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,0,n/a,05/02/2022,738191,16:56:21,5.00km,00:23:30,04:42/km,51.46458590403199,-0.13498719781637192
270,6615551590,2.0,Afternoon run,5003.8,1389,1416,13.8,Run,0,2,3.602,7.114,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,0,n/a,01/02/2022,738187,16:36:36,5.00km,00:23:09,04:38/km,51.46455070003867,-0.13497906737029552
271,6598801180,2.0,Morning run,6015.1,1639,1648,13.8,Run,9,3,3.67,6.542,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,4,n/a,29/01/2022,738184,11:47:26,6.02km,00:27:19,04:32/km,51.46444709971547,-0.1347463857382536
272,6585896514,2.0,Evening run,5002.4,1485,1494,13.8,Run,0,4,3.369,6.212,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,0,n/a,26/01/2022,738181,18:03:15,5.00km,00:24:45,04:57/km,51.46459151990712,-0.1349685899913311
273,6537381604,2.0,Morning run,3502.4,981,984,19.2,Run,11,4,3.57,14.356,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,22.5,3.2,1,n/a,17/01/2022,738172,11:49:01,3.50km,00:16:21,04:40/km,51.469991728663445,-0.17368501983582973
274,6460635520,2.0,Morning Ride,43847.6,6149,10327,314.0,Ride,0,5,7.131,15.019,n/a,120.3,n/a,n/a,739.5,0,0,n/a,n/a,0.0,0,84.0,8.8,0,n/a,02/01/2022,738157,09:22:56,43.85km,01:42:29,25.7km/h,51.01470032706857,-0.3779633156955242
275,6402826089,2.0,Morning ride,34136.9,4801,5901,370.9,Ride,12,7,7.11,18.578,n/a,141.0,n/a,n/a,677.0,0,0,n/a,n/a,0.0,0,101.2,8.0,0,n/a,19/12/2021,738143,10:40:12,34.14km,01:20:01,25.6km/h,51.01477718912065,-0.37941187620162964
276,6317611774,2.0,Afternoon run,5010.6,1381,1421,10.0,Run,2,5,3.628,5.962,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,18.7,2,n/a,28/11/2021,738122,13:20:53,5.01km,00:23:01,04:36/km,51.4643541444093,-0.1348684262484312
277,6289177703,2.0,Evening run,3579.1,998,1050,18.5,Run,5,5,3.586,10.602,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,21.7,3.2,0,n/a,21/11/2021,738115,16:20:39,3.58km,00:16:38,04:39/km,51.47042624652386,-0.17363942228257656
278,6201833031,2.0,Afternoon run,3032.2,885,892,6.3,Run,0,5,3.426,5.672,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,22.3,15.6,0,n/a,02/11/2021,738096,15:18:16,3.03km,00:14:45,04:52/km,51.464477526023984,-0.13480916619300842
279,6188439224,2.0,Afternoon run,4144.1,1259,1344,10.1,Run,4,5,3.292,6.21,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.4,1,n/a,30/10/2021,738093,17:44:31,4.14km,00:20:59,05:04/km,51.46444005891681,-0.134755689650774
280,6150698785,2.0,Afternoon jog,3028.7,1038,1066,2.6,Run,4,2,2.918,5.214,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,22.3,19.3,0,n/a,22/10/2021,738085,12:21:53,3.03km,00:17:18,05:43/km,51.464446764439344,-0.13470950536429882
281,6087347435,2.0,It band gone again,3747.7,1438,1451,6.2,Run,4,3,2.606,4.4,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,25.9,19.4,0,n/a,09/10/2021,738072,14:59:26,3.75km,00:23:58,06:24/km,51.464368,-0.134767
282,6011008354,2.0,Lunchtime run,5508.0,1559,1656,13.8,Run,3,3,3.533,25.1,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,3,n/a,24/09/2021,738057,12:21:46,5.51km,00:25:59,04:43/km,51.46441,-0.134727
283,5985583566,2.0,Very wet afternoon run,5636.5,1538,3764,13.8,Run,2,6,3.665,6.0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,1,n/a,19/09/2021,738052,13:08:22,5.64km,00:25:38,04:33/km,51.464348,-0.135025
284,5981427393,2.0,Evening run,5059.5,1432,1449,9.9,Run,0,4,3.533,5.4,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.2,0,n/a,18/09/2021,738051,18:27:27,5.06km,00:23:52,04:43/km,51.464458,-0.134729
285,5949370826,2.0,Afternoon run,5114.6,1621,1635,13.8,Run,0,4,3.155,6.7,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,0,n/a,12/09/2021,738045,16:14:17,5.11km,00:27:01,05:17/km,51.464458,-0.134708
286,5924954995,2.0,Morning run,4303.2,1216,1229,9.8,Run,0,6,3.539,5.1,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.4,0,n/a,08/09/2021,738041,07:39:55,4.30km,00:20:16,04:43/km,51.464338,-0.134705
287,5893714155,2.0,Short jog,2501.5,648,648,6.4,Run,2,2,3.86,5.3,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,21.7,15.6,2,n/a,02/09/2021,738035,16:17:02,2.50km,00:10:48,04:19/km,51.464479,-0.134658
288,5888636278,2.0,5k PB 🏆 ,5621.1,1395,1398,13.8,Run,20,8,4.029,6.0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,16,n/a,01/09/2021,738034,17:06:58,5.62km,00:23:15,04:08/km,51.4644,-0.134822
289,5871848621,2.0,Lunchtime run,6007.8,1777,1890,15.5,Run,3,5,3.381,5.1,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,31.2,15.6,1,n/a,29/08/2021,738031,13:09:01,6.01km,00:29:37,04:56/km,51.464328,-0.134784
290,5865913478,2.0,Morning run,5412.5,1610,1624,6.7,Run,3,5,3.362,6.1,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,19.8,1.6,1,n/a,28/08/2021,738030,12:11:42,5.41km,00:26:50,04:57/km,51.464295,-0.135227
291,5856642304,2.0,Afternoon run,4244.4,1139,1187,6.2,Run,7,5,3.726,5.1,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,25.8,19.5,3,n/a,26/08/2021,738028,15:20:52,4.24km,00:18:59,04:28/km,51.464433,-0.134978
292,5851562397,2.0,Afternoon run,7003.9,1974,2003,26.1,Run,8,5,3.548,7.6,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,21.7,1.6,8,n/a,25/08/2021,738027,16:31:41,7.00km,00:32:54,04:42/km,51.464363,-0.134843
293,5845872049,2.0,Afternoon run,5634.4,1594,1594,13.8,Run,0,4,3.535,5.3,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,0,n/a,24/08/2021,738026,16:55:57,5.63km,00:26:34,04:43/km,51.46442,-0.134686
294,5840862331,2.0,Evening run,5509.9,1521,1572,13.8,Run,0,6,3.623,5.8,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,0,n/a,23/08/2021,738025,18:29:12,5.51km,00:25:21,04:36/km,51.464432,-0.134746
295,5825080031,2.0,Evening zig zags,2500.5,830,850,25.5,Run,0,2,3.013,4.7,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,47.4,41.1,0,n/a,20/08/2021,738022,20:08:15,2.50km,00:13:50,05:32/km,51.014368,-0.380033
296,5824520938,2.0,Afternoon Ride,33161.1,4803,6519,292.6,Ride,0,6,6.904,14.1,n/a,112.8,n/a,n/a,541.8,0,0,n/a,n/a,0.0,0,64.2,10.2,0,n/a,20/08/2021,738022,16:18:48,33.16km,01:20:03,24.9km/h,51.01473,-0.378106
297,5808634015,2.0,Evening Run,5382.9,1828,2960,11.3,Run,0,3,2.945,11.2,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,6.5,1.0,0,n/a,17/08/2021,738019,18:21:37,5.38km,00:30:28,05:40/km,50.716331,-1.960677
298,5803854383,2.0,Coastal cruising,51033.0,11921,23414,399.7,Ride,0,8,4.281,13.3,n/a,76.4,n/a,n/a,910.4,0,0,n/a,n/a,0.0,0,122.6,0.9,0,n/a,16/08/2021,738018,13:26:14,51.03km,03:18:41,15.4km/h,50.716416,-1.960742
299,5790769403,2.0,Second jab ✅ ,3050.7,888,4057,18.4,Run,1,2,3.435,5.2,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,21.7,7.3,0,n/a,14/08/2021,738016,12:01:47,3.05km,00:14:48,04:51/km,51.46436,-0.13472
300,5786868015,2.0,Afternoon run,5068.5,1364,1364,10.0,Run,7,4,3.716,5.2,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.0,5,n/a,13/08/2021,738015,17:25:58,5.07km,00:22:44,04:29/km,51.464383,-0.134892
301,5781145038,2.0,Afternoon run,4415.3,1287,1287,42.2,Run,0,4,3.431,5.6,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,21.6,0,n/a,12/08/2021,738014,15:39:21,4.42km,00:21:27,04:51/km,51.014537,-0.37913
302,5764572510,2.0,Afternoon jog,7607.1,2878,2891,65.9,Run,2,5,2.643,4.6,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,54.7,27.9,0,n/a,09/08/2021,738011,16:43:03,7.61km,00:47:58,06:18/km,51.014491,-0.378886
303,5752981344,2.0,Lunchtime ride ,34593.2,5884,7090,345.3,Ride,23,5,5.879,14.8,n/a,100.4,n/a,n/a,590.8,0,0,n/a,n/a,0.0,0,75.1,10.4,2,n/a,07/08/2021,738009,11:17:43,34.59km,01:38:04,21.2km/h,51.014509,-0.379231
304,5733858215,2.0,Evening run,5094.4,1337,1337,9.7,Run,8,4,3.81,5.7,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.4,19.4,4,n/a,03/08/2021,738005,19:57:33,5.09km,00:22:17,04:22/km,51.46438,-0.134767
305,5727085115,2.0,Afternoon run,6050.7,1710,1710,15.4,Run,7,6,3.538,6.0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,31.1,15.6,1,n/a,02/08/2021,738004,16:50:36,6.05km,00:28:30,04:43/km,51.464442,-0.134839
306,5696010478,2.0,Afternoon run,5070.7,1407,1407,9.4,Run,3,3,3.604,5.7,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.2,1,n/a,27/07/2021,737998,16:56:00,5.07km,00:23:27,04:37/km,51.46427,-0.135071
307,5691484838,2.0,Evening run,6128.2,1687,1687,15.4,Run,10,6,3.633,5.8,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,31.1,15.6,8,n/a,26/07/2021,737997,19:33:30,6.13km,00:28:07,04:35/km,51.464397,-0.13487
308,5680380506,2.0,Evening jog,3697.4,1109,1109,7.6,Run,3,1,3.334,5.5,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.5,19.5,0,n/a,24/07/2021,737995,17:34:28,3.70km,00:18:29,04:60/km,51.464341,-0.13487
309,5670233367,2.0,Evening run,6000.5,1690,1693,15.5,Run,10,6,3.551,5.1,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,31.2,15.6,0,n/a,22/07/2021,737993,19:04:10,6.00km,00:28:10,04:42/km,51.464374,-0.134748
310,5641998835,2.0,Afternoon run,4637.1,1373,1373,43.4,Run,0,5,3.377,5.2,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.0,21.7,0,n/a,17/07/2021,737988,15:07:11,4.64km,00:22:53,04:56/km,51.014763,-0.379968
311,5632156579,2.0,Afternoon run,4417.2,1223,1223,43.5,Run,2,2,3.612,5.5,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.0,21.7,0,n/a,15/07/2021,737986,17:04:28,4.42km,00:20:23,04:37/km,51.014607,-0.378527
312,5554140254,2.0,Afternoon run,3032.3,902,902,8.1,Run,0,3,3.362,4.6,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.6,19.5,0,n/a,30/06/2021,737971,18:29:56,3.03km,00:15:02,04:57/km,51.464374,-0.134848
313,5494725333,2.0,Jogged and jabbed ✅ ,11942.7,3478,5368,65.0,Run,1,10,3.434,6.3,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,32.9,9.0,0,n/a,19/06/2021,737960,11:19:49,11.94km,00:57:58,04:51/km,51.464414,-0.134783
314,5480104577,2.0,Afternoon run,5654.7,1623,1623,13.8,Run,0,4,3.484,5.2,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,0,n/a,16/06/2021,737957,15:43:00,5.65km,00:27:03,04:47/km,51.464327,-0.134708
315,5468664717,2.0,Afternoon run,4502.0,1345,1362,43.4,Run,0,5,3.347,7.0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.0,21.7,0,n/a,14/06/2021,737955,15:15:55,4.50km,00:22:25,04:59/km,51.014555,-0.379173
316,5464129027,2.0,Afternoon run,4431.1,1327,1327,43.4,Run,0,5,3.339,5.8,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.0,21.7,0,n/a,13/06/2021,737954,16:35:04,4.43km,00:22:07,04:59/km,51.014619,-0.379029
317,5441502413,2.0,Afternoon run,8059.6,2350,2364,24.7,Run,1,10,3.43,9.1,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,21.7,1.6,0,n/a,09/06/2021,737950,16:58:42,8.06km,00:39:10,04:52/km,51.464414,-0.134722
318,5429946572,2.0,Afternoon run,5678.2,1538,1538,13.8,Run,1,5,3.692,5.9,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,0,n/a,07/06/2021,737948,17:02:23,5.68km,00:25:38,04:31/km,51.464357,-0.134804
319,5425610653,2.0,Evening run,7402.2,2094,2094,19.4,Run,1,7,3.535,5.3,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,31.2,15.6,0,n/a,06/06/2021,737947,18:14:22,7.40km,00:34:54,04:43/km,51.464443,-0.134792
320,5406852443,2.0,Afternoon run,4422.8,1228,1228,43.5,Run,0,5,3.602,6.7,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.0,21.7,0,n/a,03/06/2021,737944,15:38:59,4.42km,00:20:28,04:38/km,51.014714,-0.378963
321,5401045277,2.0,Afternoon run,4450.3,1285,1284,43.4,Run,0,3,3.463,5.9,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.0,21.7,0,n/a,02/06/2021,737943,16:01:25,4.45km,00:21:25,04:49/km,51.014612,-0.379032
322,5395359358,2.0,Afternoon run,4440.4,1221,1221,43.3,Run,4,6,3.637,5.9,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.0,21.7,0,n/a,01/06/2021,737942,17:24:00,4.44km,00:20:21,04:35/km,51.014869,-0.379069
323,5362521268,2.0,Evening run,5009.6,1300,1300,13.8,Run,14,8,3.854,7.3,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,7,n/a,26/05/2021,737936,18:47:06,5.01km,00:21:40,04:19/km,51.464273,-0.134779
324,5351477690,2.0,Evening run,5056.9,1401,1401,13.8,Run,0,4,3.609,5.8,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.6,0,n/a,24/05/2021,737934,18:29:03,5.06km,00:23:21,04:37/km,51.464467,-0.13468
325,5307597972,2.0,Afternoon run,6060.4,1685,1692,17.4,Run,0,9,3.597,5.5,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,11.8,0,n/a,16/05/2021,737926,15:25:16,6.06km,00:28:05,04:38/km,51.464442,-0.134729
326,5285052674,2.0,Evening run,4087.9,1169,1169,10.1,Run,0,4,3.497,5.0,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.4,19.3,0,n/a,12/05/2021,737922,17:20:06,4.09km,00:19:29,04:46/km,51.464486,-0.134769
327,5247553568,2.0,Evening run,7420.5,2105,2105,65.0,Run,3,5,3.525,6.3,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,54.7,27.9,0,n/a,05/05/2021,737915,18:55:56,7.42km,00:35:05,04:44/km,51.014666,-0.377996
328,5213668123,2.0,Afternoon run,3434.4,953,953,9.8,Run,0,6,3.604,5.7,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,25.5,15.6,0,n/a,29/04/2021,737909,17:21:27,3.43km,00:15:53,04:37/km,51.464482,-0.134757
329,5196580433,2.0,Afternoon run,5131.8,1523,1523,9.7,Run,1,8,3.37,5.5,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.4,18.7,0,n/a,26/04/2021,737906,17:03:40,5.13km,00:25:23,04:57/km,51.464302,-0.134837
330,5173361562,2.0,Afternoon ride,36042.8,5646,6094,359.2,Ride,13,10,6.384,14.6,n/a,111.9,n/a,n/a,631.9,0,0,n/a,n/a,0.0,0,109.8,26.5,5,n/a,22/04/2021,737902,16:36:58,36.04km,01:34:06,23.0km/h,51.014677,-0.377798
331,5166938022,2.0,Afternoon run,5004.5,1438,1442,51.5,Run,0,6,3.48,5.4,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.0,21.7,0,n/a,21/04/2021,737901,15:59:34,5.00km,00:23:58,04:47/km,51.014548,-0.377764
332,5063016211,2.0,Afternoon Ride,27206.9,5021,5657,221.1,Ride,0,5,5.419,15.7,n/a,87.9,n/a,n/a,441.4,0,0,n/a,n/a,0.0,0,64.1,9.9,0,n/a,03/04/2021,737883,16:01:23,27.21km,01:23:41,19.5km/h,51.014601,-0.377999
333,5032186207,2.0,Afternoon run,5051.5,1460,1470,9.8,Run,0,8,3.46,5.4,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.4,19.4,0,n/a,29/03/2021,737878,17:22:37,5.05km,00:24:20,04:49/km,51.464399,-0.134781
334,4917582476,2.0,Lunchtime jog,2725.4,783,783,35.3,Run,0,7,3.481,5.6,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,29.6,0,n/a,09/03/2021,737858,12:56:54,2.73km,00:13:03,04:47/km,51.014591,-0.378419
335,4825936280,2.0,Afternoon Run,2004.1,595,607,19.2,Run,0,0,3.368,4.8,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.0,36.7,0,n/a,21/02/2021,737842,16:47:41,2.00km,00:09:55,04:57/km,51.014682,-0.379112
336,4793343164,2.0,Afternoon Walk,2238.8,2589,2854,27.8,Walk,0,0,0.865,2.7,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.0,31.3,0,n/a,13/02/2021,737834,16:32:25,2.24km,00:43:09,19:16/km,51.014891,-0.379491
337,4713890407,2.0,Afternoon walk,5614.7,4266,4299,27.5,Walk,0,0,1.316,4.3,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,33.1,5.5,0,n/a,30/01/2021,737820,14:52:21,5.61km,01:11:06,12:40/km,51.386446,-0.301583
338,4668186339,2.0,Afternoon ride,34404.2,5530,6005,309.5,Ride,26,9,6.221,12.8,n/a,103.4,n/a,n/a,571.8,0,0,n/a,n/a,0.0,0,93.1,4.5,2,n/a,23/01/2021,737813,13:29:13,34.40km,01:32:10,22.4km/h,51.014531,-0.379241
339,4637491922,2.0,Mountain bike ride,15330.6,4244,4516,149.6,Ride,4,12,3.612,9.6,n/a,62.6,n/a,n/a,265.6,0,0,n/a,n/a,0.0,0,51.0,8.5,0,n/a,17/01/2021,737807,14:22:14,15.33km,01:10:44,13.0km/h,51.014561,-0.378522
340,4630356385,2.0,Afternoon walk,9002.6,5315,5499,118.3,Walk,0,5,1.694,12.4,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,61.7,32.2,0,n/a,16/01/2021,737806,14:21:30,9.00km,01:28:35,09:50/km,51.014704,-0.379245
341,4593030118,2.0,Afternoon ride,32784.1,4865,5060,290.7,Ride,14,12,6.739,13.2,n/a,113.0,n/a,n/a,549.7,0,0,n/a,n/a,0.0,0,64.1,9.0,2,n/a,09/01/2021,737799,14:36:41,32.78km,01:21:05,24.3km/h,51.014578,-0.379385
342,4556386639,2.0,Box hill walk,7288.9,7934,14175,138.1,Walk,0,4,0.919,4.9,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,189.2,121.1,0,n/a,02/01/2021,737792,11:37:49,7.29km,02:12:14,18:08/km,51.248275,-0.309272
343,4549000188,2.0,New year new me,21323.1,6822,6941,266.9,Run,1,17,3.126,6.1,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,109.3,37.2,0,n/a,01/01/2021,737791,12:47:06,21.32km,01:53:42,05:20/km,51.040721,-0.180649
344,4519670868,2.0,Boxing Day ride,31496.8,4668,6423,326.1,Ride,6,8,6.747,14.1,n/a,123.1,n/a,n/a,574.7,0,0,n/a,n/a,0.0,0,86.6,8.0,3,n/a,26/12/2020,737785,11:41:47,31.50km,01:17:48,24.3km/h,51.014708,-0.379524
345,4496389882,2.0,Lunchtime ride,48318.4,7116,8393,432.1,Ride,28,10,6.79,16.5,n/a,119.1,n/a,n/a,847.6,0,0,n/a,n/a,0.0,0,75.1,3.2,4,n/a,20/12/2020,737779,11:50:41,48.32km,01:58:36,24.4km/h,51.014737,-0.379508
346,4479981715,2.0,Cold and wet evening run,5002.1,1375,1375,14.2,Run,0,8,3.638,5.5,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.8,15.6,0,n/a,16/12/2020,737775,16:29:57,5.00km,00:22:55,04:35/km,51.464351,-0.134834
347,4437878565,2.0,Lunchtime ride,28661.8,4649,7059,273.0,Ride,10,8,6.165,13.2,n/a,108.6,n/a,n/a,504.6,0,0,n/a,n/a,0.0,0,70.7,10.4,0,n/a,06/12/2020,737765,12:37:39,28.66km,01:17:29,22.2km/h,51.014713,-0.379261
348,4434079149,2.0,Afternoon stroll,7223.3,4591,6107,83.8,Run,0,4,1.573,3.9,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,62.1,32.2,0,n/a,05/12/2020,737764,13:19:38,7.22km,01:16:31,10:36/km,51.01493,-0.379529
349,4416831818,2.0,Evening run,5005.4,1324,1324,14.2,Run,5,8,3.781,6.3,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.8,15.6,2,n/a,01/12/2020,737760,17:07:46,5.01km,00:22:04,04:24/km,51.464379,-0.134849
350,4393576830,2.0,Afternoon run,5006.8,1341,1341,13.8,Run,4,6,3.734,5.2,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.4,15.6,1,n/a,26/11/2020,737755,15:30:08,5.01km,00:22:21,04:28/km,51.46431,-0.134703
351,4385005127,2.0,Evening run,5003.4,1350,1350,14.2,Run,8,6,3.706,5.1,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.8,15.6,1,n/a,24/11/2020,737753,17:02:09,5.00km,00:22:30,04:30/km,51.464386,-0.134725
352,4341854761,2.0,Sunday run,10005.5,2802,2808,23.3,Run,1,12,3.571,5.6,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.4,15.6,0,n/a,15/11/2020,737744,13:17:32,10.01km,00:46:42,04:40/km,51.464296,-0.134926
353,4308371588,2.0,Afternoon run,5535.3,1454,1454,13.8,Run,8,8,3.807,5.7,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.4,15.6,4,n/a,08/11/2020,737737,14:41:32,5.54km,00:24:14,04:23/km,51.46444,-0.134901
